Timestamp,Bilibili Load Time,baidu Load Time,Google Load Time,YouTube Load Time,GitHub Load Time
1689698423,0.48412466049194336,1.1563911437988281,1.258528709411621,1.8582689762115479,2.4903674125671387
1689698439,0.4119455814361572,1.8109800815582275,2.0509445667266846,2.7571191787719727,4.662043333053589
1689698456,0.4270498752593994,0.850074052810669,1.093360185623169,1.9109232425689697,22.642502546310425
1689698491,0.4189293384552002,0.9469935894012451,1.099703073501587,1.9117975234985352,2.0736849308013916
1689698506,0.4284653663635254,0.8414771556854248,1.1883823871612549,1.4617059230804443,4.21377158164978
1689698523,0.4962732791900635,0.8333001136779785,1.096649408340454,1.4899797439575195,1.9292433261871338
1689698538,0.3904738426208496,0.8599905967712402,1.0902822017669678,1.5193586349487305,2.160172462463379
1689698552,0.38552236557006836,0.8470866680145264,1.0819165706634521,1.4813990592956543,4.117906332015991
1689698569,0.42806243896484375,0.8337764739990234,1.1211113929748535,1.4274940490722656,22.737916469573975
1689698604,0.7348670959472656,0.8765840530395508,1.1580731868743896,1.8598623275756836,2.336900472640991
1689698619,0.4750559329986572,1.1010034084320068,1.161099910736084,1.5597283840179443,4.461607933044434
1689698637,0.40796804428100586,0.9031219482421875,1.3052005767822266,1.6380925178527832,2.1383378505706787
1689698651,0.43309473991394043,0.8647191524505615,1.1049842834472656,1.9313716888427734,4.18273401260376
1689698668,0.4700138568878174,1.4257009029388428,1.9514617919921875,2.5797784328460693,22.94889211654663
1689698704,0.4280107021331787,0.8535850048065186,1.1270010471343994,1.4664742946624756,2.1251885890960693
1689698719,0.4891855716705322,0.8736512660980225,1.4249742031097412,2.056269645690918,2.2863872051239014
1689698734,0.4280121326446533,0.8216009140014648,1.257617712020874,1.5534403324127197,12.624330282211304
1689698759,0.41597628593444824,1.2116870880126953,1.2377400398254395,2.4627623558044434,23.26556634902954
1689698795,0.39955925941467285,0.8566176891326904,1.4723663330078125,1.6165177822113037,2.194981098175049
1689698810,0.4120814800262451,0.8778691291809082,1.3153929710388184,1.4821116924285889,16.697641372680664
1689698839,0.3869516849517822,0.8665676116943359,1.061844825744629,1.4799389839172363,2.1624531745910645
1689698854,0.38942623138427734,1.131009817123413,1.1575343608856201,1.4744231700897217,2.091182231903076
1689698869,0.40003275871276855,0.9163939952850342,1.5977680683135986,1.7781643867492676,2.2841296195983887
1689698886,0.5230820178985596,0.9497520923614502,1.6632068157196045,2.0995099544525146,4.347388505935669
1689698903,0.41295719146728516,0.8803310394287109,1.1807513236999512,1.503657579421997,2.3022541999816895
1689698918,0.39913511276245117,1.3163061141967773,2.0207643508911133,2.010806083679199,2.257105827331543
1689698933,0.4124884605407715,1.034461498260498,1.8784809112548828,1.9055171012878418,2.1957716941833496
1689698947,0.679253339767456,0.8527450561523438,1.2737421989440918,1.8780665397644043,1.999730110168457
1689698962,0.4169950485229492,0.8825981616973877,1.1113853454589844,1.9956238269805908,2.220405340194702
1689698977,0.43605947494506836,0.8796775341033936,1.287203311920166,1.8458154201507568,4.385451316833496
1689698994,0.42659473419189453,1.1166071891784668,1.8605859279632568,2.0612845420837402,2.4390461444854736
